,Stn_code,Date,State,City,Location,Agency,Area,SO2,NO2,PM10
1543,744,6/13/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,0.6,41.3,68
1544,744,6/14/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,0.6,43.4,46
1545,744,6/15/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,0.7,46,45
1546,744,6/16/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,0.3,39.7,46
1547,744,6/17/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,0.4,38.3,74
1548,744,6/18/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,0.4,39.6,64
1549,744,6/19/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,0.4,37.7,65
1550,744,6/20/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,0.9,36.2,91
1551,744,6/21/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,0.2,34,87
1552,744,6/22/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,1.2,33.7,76
1553,744,6/23/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,1.6,37.1,84
1554,744,6/24/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.7,41.4,99
1555,744,6/25/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.6,37.7,94
1556,744,6/26/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.1,40.6,91
1557,744,6/27/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.2,48.7,98
1558,744,6/28/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,4.1,55.2,109
1559,744,6/29/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,4.1,47,81
1560,744,6/30/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,4.2,46.9,113
1561,744,7/1/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.4,44.8,100
1562,744,7/2/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.9,42.9,85
1563,744,7/3/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.8,37.5,48
1564,744,7/4/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,1.5,33.9,67
1565,744,7/5/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,4.3,48,61
1566,744,7/6/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.2,45.8,57
1567,744,7/7/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,4.1,39.9,40
1568,744,7/8/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,4.1,39.7,49
1569,744,7/9/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.9,37.8,43
1570,744,7/10/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,1.9,41.4,22
1571,744,7/11/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,1.1,28,19
1572,744,7/12/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,1.3,28.4,27
1573,744,7/13/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.9,33.3,28
1574,744,7/14/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.5,34.2,24
1575,744,7/15/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,1.7,30.8,16
1576,744,7/16/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.1,28.5,34
1577,744,7/17/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.5,33,28
1578,744,7/18/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.3,29.5,32
1579,744,7/19/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.2,30.3,38
1580,744,7/20/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,1.9,30.4,45
1581,744,7/21/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.9,29.8,41
1582,744,7/22/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.4,27.7,22
1583,744,7/23/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.7,27.2,20
1584,744,7/24/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.3,40.7,27
1585,744,7/25/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.1,25.2,34
1586,744,7/26/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,4.1,35.2,54
1587,744,7/27/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.7,34.9,38
1588,744,7/28/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.8,29.4,20
1589,744,7/29/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.8,31.2,31
1590,744,7/30/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.7,32.1,30
1591,744,7/31/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.3,29.9,14
1592,744,8/1/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.03,31.5,33
1593,744,8/2/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.96,27.2,42
1594,744,8/3/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.93,29.2,39
1595,744,8/4/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.52,27.8,25
1596,744,8/5/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.48,26.9,21
1597,744,8/6/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.61,29.1,32
1598,744,8/7/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.74,38.6,42
1599,744,8/8/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.2,29.7,53
1600,744,8/9/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.05,33.5,55
1601,744,8/10/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.6,37.8,41
1602,744,8/11/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.97,29.3,27
1603,744,8/12/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.6,35,45
1604,744,8/13/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.98,32.6,60
1605,744,8/14/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,1.82,36.2,44
1606,744,8/15/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,4.8,33.9,35
1607,744,8/16/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,1.75,36.6,51
1608,744,8/17/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.93,40.6,73
1609,744,8/18/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.1,38.7,57
1610,744,8/19/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,4.26,39.7,42
1611,744,8/20/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.67,35.2,26
1612,744,8/21/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.86,49.9,27
1613,744,8/22/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,6.93,45.6,77
1614,744,8/23/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.36,38.2,23
1615,744,8/29/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.22,10,22
1616,744,8/30/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,1.53,28,20
1617,744,8/31/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,1.55,28.4,11
1618,744,9/1/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.5,26.1,21
1619,744,9/2/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.8,26.9,24
1620,744,9/3/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,5,29.7,18
1621,744,9/4/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.3,26.8,10
1622,744,9/6/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,4,33.2,27
1623,744,9/7/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,1.5,29.7,37
1624,744,9/8/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.2,28.6,34
1625,744,9/9/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.6,30.3,31
1626,744,9/10/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.9,31,32
1627,744,9/11/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.8,34.8,39
1628,744,9/12/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.4,36.5,35
1629,744,9/13/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.8,34.9,26
1630,744,9/14/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.4,38.9,23
1631,744,9/15/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.1,39,37
1632,744,9/16/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.4,39.3,67
1633,744,9/17/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.1,37.3,83
1634,744,9/18/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.2,44.9,71
1635,744,9/19/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.2,47.8,75
1636,744,9/20/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.4,40.3,81
1637,744,9/21/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.8,41.3,71
1638,744,9/22/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,4.4,46.4,109
1639,744,9/23/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,5.8,50.5,133
1640,744,9/24/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,7.6,47.4,146
1641,744,9/25/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,6.5,43.8,137
1642,744,9/26/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,6.9,42.4,95
1643,744,9/27/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,4.9,43.8,94
1644,744,9/28/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,5,46.1,79
1645,744,9/29/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,5.2,41.7,79
1646,744,9/30/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3,42.8,86
1647,744,10/1/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,6.5,45.3,106
1648,744,10/2/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,11.2,58.2,114
1649,744,10/3/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,9.1,36.5,92
1650,744,10/4/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,7.3,40,58
1651,744,10/5/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,9.4,41.9,112
1652,744,10/6/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,5.7,43.8,108
1653,744,10/7/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.8,42.5,66
1654,744,10/8/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.7,50.1,49
1655,744,10/10/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,14.7,46.9,139
1656,744,10/11/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,8.7,43.9,166
1657,744,10/12/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,7.3,43.3,155
1658,744,10/13/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.7,36.9,97
1659,744,10/14/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,6.2,49.5,94
1660,744,10/15/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.6,31.9,74
1661,744,10/17/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,11.8,35,52
1662,744,10/18/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.4,35.6,48
1663,744,10/19/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,4.2,38,49
1664,744,10/20/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.9,41.7,76
1665,744,10/21/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,5,41.4,83
1666,744,10/22/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.6,42.7,40
1667,744,10/24/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,6.8,38,101
1668,744,10/25/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,5.8,44.4,94
1669,744,10/26/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,8,48.8,82
1670,744,10/27/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,8.1,51.9,74
1671,744,10/28/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,14.6,54.7,124
1672,744,10/29/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,25.8,58.8,150
1673,744,10/30/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,24.5,70.2,180
1674,744,10/31/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,12.2,60.5,134
1675,744,11/1/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,24.3,70.8,213
1676,744,11/2/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,17.5,59.6,157
1677,744,11/3/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,21.7,63.9,182
1678,744,11/4/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,20.8,67.6,179
1679,744,11/5/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,24.4,76.1,206
1680,744,11/6/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,18.1,80.6,218
1681,744,11/7/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,20.6,60.4,174
1682,744,11/8/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,23.4,69.5,203
1683,744,11/9/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,18.4,70.9,175
1684,744,11/10/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,6.7,53,98
1685,744,11/11/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,2.8,38.9,39
1686,744,11/12/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,5.2,48.7,58
1687,744,11/13/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,5.5,59.2,71
1688,744,11/14/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.9,45.7,70
1689,744,11/15/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.7,47.7,108
1690,744,11/16/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,5.4,55.3,137
1691,744,11/17/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,9.2,57.4,146
1692,744,11/18/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,7.7,46.4,141
1693,744,11/19/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,11.7,62.7,151
1694,744,11/20/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,18.2,76,187
1695,744,11/21/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,15,63.9,154
1696,744,11/22/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,8.9,70.2,167
1697,744,11/23/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,8.3,56.8,143
1698,744,11/24/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,12.3,56.4,165
1699,744,11/25/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,18.7,61.5,204
1700,744,11/26/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,18.6,67.4,179
1701,744,11/27/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,15.6,61.9,144
1702,744,11/28/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,15.4,64.3,177
1703,744,11/29/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,12.8,77.4,184
1704,744,11/30/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,10.4,85.3,143
1705,744,12/1/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,9.3,78.2,143
1706,744,12/2/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,9.5,77.1,148
1707,744,12/3/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,15,89,184
1708,744,12/4/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,29.8,81.3,231
1709,744,12/5/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,23.3,65.5,181
1710,744,12/6/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,19.8,79.8,225
1711,744,12/7/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,12.9,80.1,201
1712,744,12/8/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,11.9,57.6,176
1713,744,12/9/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,7,53.2,144
1714,744,12/10/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,4.1,47.1,146
1715,744,12/11/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,4.6,41.2,113
1716,744,12/12/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,6.6,48.5,127
1717,744,12/13/2014,Telangana,Sangareddy,"APIIC Building, IDA, Pashamylaram",Andhra Pradesh State Pollution Control Board,Industrial Area,3.6,44.4,114
