,Stn_code,Date,State,City,Location,Agency,Area,SO2,NO2,PM10
499,394,11/9/2014,Telangana,Hyderabad,"Charminar, Hyderabad",Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,28,125
500,394,11/11/2014,Telangana,Hyderabad,"Charminar, Hyderabad",Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,22,87
501,394,11/15/2014,Telangana,Hyderabad,"Charminar, Hyderabad",Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,31,93
502,394,11/19/2014,Telangana,Hyderabad,"Charminar, Hyderabad",Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,34,100
503,394,11/23/2014,Telangana,Hyderabad,"Charminar, Hyderabad",Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,29,101
504,394,11/25/2014,Telangana,Hyderabad,"Charminar, Hyderabad",Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,32,108
505,394,11/28/2014,Telangana,Hyderabad,"Charminar, Hyderabad",Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,34,152
506,394,12/3/2014,Telangana,Hyderabad,"Charminar, Hyderabad",Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,32,113
507,394,12/6/2014,Telangana,Hyderabad,"Charminar, Hyderabad",Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,29,152
508,394,12/9/2014,Telangana,Hyderabad,"Charminar, Hyderabad",Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,27,141
509,394,12/11/2014,Telangana,Hyderabad,"Charminar, Hyderabad",Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,30,127
510,394,12/15/2014,Telangana,Hyderabad,"Charminar, Hyderabad",Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,30,87
511,394,12/19/2014,Telangana,Hyderabad,"Charminar, Hyderabad",Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,27,128
512,394,12/22/2014,Telangana,Hyderabad,"Charminar, Hyderabad",Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,36,129
513,394,12/25/2014,Telangana,Hyderabad,"Charminar, Hyderabad",Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,32,170
514,394,12/28/2014,Telangana,Hyderabad,"Charminar, Hyderabad",Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,34,227
515,470,1/3/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,17,142
516,470,1/6/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,15,62
517,470,1/9/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,16,91
518,470,1/12/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,14,79
519,470,1/16/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,15,81
520,470,1/19/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,14,65
521,470,1/21/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,15,74
522,470,1/25/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,14,104
523,470,1/29/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,14,90
524,470,2/3/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,16,143
525,470,2/6/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,16,97
526,470,2/9/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,15,86
527,470,2/11/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,18,82
528,470,2/17/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,19,75
529,470,2/20/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,17,79
530,470,2/22/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,17,75
531,470,2/24/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,16,62
532,470,2/26/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,15,81
533,470,3/3/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,15,69
534,470,3/6/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,5,20,78
535,470,3/9/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,19,85
536,470,3/11/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,16,65
537,470,3/15/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,14,90
538,470,3/19/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,18,68
539,470,3/22/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,16,80
540,470,3/25/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,15,84
541,470,3/28/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,12,83
542,470,4/6/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,19,53
543,470,4/9/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,15,82
544,470,4/11/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,16,87
545,470,4/15/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,14,64
546,470,4/19/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,17,62
547,470,4/22/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,16,90
548,470,4/25/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,19,44
549,470,4/28/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,18,92
550,470,5/3/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,17,77
551,470,5/6/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,5,19,65
552,470,5/9/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,18,69
553,470,5/11/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,19,154
554,470,5/15/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,18,88
555,470,5/19/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,17,93
556,470,5/22/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,17,76
557,470,5/25/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,15,101
558,470,5/28/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,5,17,71
559,470,6/3/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,16,97
560,470,6/6/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,17,55
561,470,6/11/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,17,59
562,470,6/15/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,18,111
563,470,6/19/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,5,16,72
564,470,6/24/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,16,73
565,470,6/25/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,17,68
566,470,6/28/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,17,76
567,470,7/3/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,18,71
568,470,7/6/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,15,66
569,470,7/9/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,17,54
570,470,7/11/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,16,52
571,470,7/15/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,19,51
572,470,7/19/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,17,27
573,470,7/22/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,16,25
574,470,7/25/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,5,21,58
575,470,7/31/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,15,79
576,470,8/3/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,17,63
577,470,8/6/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,13,35
578,470,8/9/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,15,42
579,470,8/11/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,15,73
580,470,8/16/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,17,55
581,470,8/20/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,15,49
582,470,8/22/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,17,82
583,470,8/25/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,16,78
584,470,8/28/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,16,55
585,470,9/3/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,16,67
586,470,9/6/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,18,55
587,470,9/9/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,16,78
588,470,9/11/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,15,53
589,470,9/15/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,16,48
590,470,9/19/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,14,70
591,470,9/22/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,17,58
592,470,9/25/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,19,76
593,470,9/28/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,5,17,56
594,470,10/6/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,13,124
595,470,10/9/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,16,82
596,470,10/11/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,19,77
597,470,10/15/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,5,18,102
598,470,10/17/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,17,47
599,470,10/19/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,17,58
600,470,10/23/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,6,20,141
601,470,10/25/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,14,49
602,470,10/28/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,20,93
603,470,11/3/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,5,19,77
604,470,11/6/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,20,84
605,470,11/9/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,5,20,84
606,470,11/11/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,5,19,71
607,470,11/15/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,22,90
608,470,11/19/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,19,76
609,470,11/22/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,23,65
610,470,11/25/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,5,22,81
611,470,11/28/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,23,154
612,470,12/3/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,21,89
613,470,12/6/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,20,92
614,470,12/9/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,5,20,96
615,470,12/11/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,5,27,117
616,470,12/15/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,21,90
617,470,12/19/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,4,20,92
618,470,12/22/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,5,20,140
619,470,12/25/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,5,21,125
620,470,12/28/2014,Telangana,Hyderabad,"Zoo Park, Hyderabad",Andhra Pradesh State Pollution Control Board,Sensitive Area,5,22,123
621,745,1/3/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,26,155
622,745,1/6/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,37,121
623,745,1/9/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,25,129
624,745,1/12/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,4,14,61
625,745,1/16/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,29,131
626,745,1/19/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,24,102
627,745,1/21/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,27,116
628,745,1/25/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,4,28,126
629,745,1/29/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,31,70
630,745,2/3/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,24,85
631,745,2/6/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,28,216
632,745,2/9/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,26,103
633,745,2/11/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,27,79
634,745,2/17/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,30,105
635,745,2/20/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,33,180
636,745,2/22/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,31,161
637,745,2/24/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,21,112
638,745,2/26/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,21,91
639,745,3/3/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,10,24,80
640,745,3/6/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,29,114
641,745,3/9/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,26,89
642,745,3/11/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,26,109
643,745,3/15/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,23,160
644,745,3/19/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,34,165
645,745,3/22/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,22,127
646,745,3/25/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,35,114
647,745,3/28/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,40,110
648,745,4/6/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,36,153
649,745,4/9/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,23,105
650,745,4/11/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,31,113
651,745,4/15/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,24,139
652,745,4/19/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,26,145
653,745,4/22/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,29,120
654,745,4/25/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,28,187
655,745,4/28/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,6,32,127
656,745,5/3/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,6,32,126
657,745,5/6/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,29,87
658,745,5/9/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,35,96
659,745,5/11/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,32,113
660,745,5/15/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,26,121
661,745,5/19/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,42,97
662,745,5/22/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,38,163
663,745,5/25/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,32,135
664,745,5/28/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,30,105
665,745,6/3/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,6,32,135
666,745,6/6/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,35,88
667,745,6/11/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,30,87
668,745,6/15/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,34,86
669,745,6/19/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,32,77
670,745,6/22/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,37,86
671,745,6/23/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,28,83
672,745,6/25/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,35,106
673,745,6/28/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,34,82
674,745,7/3/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,38,90
675,745,7/6/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,30,97
676,745,7/9/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,35,84
677,745,7/11/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,31,79
678,745,7/15/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,31,101
679,745,7/19/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,34,76
680,745,7/22/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,31,89
681,745,7/25/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,33,81
682,745,7/29/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,29,85
683,745,8/3/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,27,75
684,745,8/6/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,29,72
685,745,8/9/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,32,86
686,745,8/11/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,24,73
687,745,8/16/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,29,74
688,745,8/17/2014,Telangana,Hyderabad,"Industrial Association office, IDA, Jeedimetla",Andhra Pradesh State Pollution Control Board,Industrial Area,5,28,96
